source_node,target_node,relationship,database,evidence,confidence,reference,via
10090.ENSMUSP00000049729,complement,protein_to_pathway,name_rules,gene MASP2,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000035658,redox_detox,protein_to_pathway,name_rules,gene QSOX1,medium,Name-rule prior from gene symbols and metabolite names only,redox_detox
10090.ENSMUSP00000025249,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOM,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000103964,redox_detox,protein_to_pathway,name_rules,gene CP,medium,Name-rule prior from gene symbols and metabolite names only,redox_detox
10090.ENSMUSP00000048667,coagulation,protein_to_pathway,name_rules,gene F13A1,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000028681,coagulation,protein_to_pathway,name_rules,gene F2,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000074436,acute_phase,protein_to_pathway,name_rules,gene HP,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000033477,coagulation,protein_to_pathway,name_rules,gene F9,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000033821,coagulation,protein_to_pathway,name_rules,gene F10,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000056836,complement,protein_to_pathway,name_rules,gene CFD,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000014578,coagulation,protein_to_pathway,name_rules,gene PLG,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000021948,coagulation,protein_to_pathway,name_rules,gene F12,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000025229,complement,protein_to_pathway,name_rules,gene CFB,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000068971,coagulation,protein_to_pathway,name_rules,gene SERPINC1,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000024988,complement,protein_to_pathway,name_rules,gene C3,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000023589,coagulation,protein_to_pathway,name_rules,gene KNG1,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000114076,igf_growth,protein_to_pathway,name_rules,gene IGF2,medium,Name-rule prior from gene symbols and metabolite names only,igf_growth
10090.ENSMUSP00000084259,immunoglobulin,protein_to_pathway,name_rules,gene JCHAIN,medium,Name-rule prior from gene symbols and metabolite names only,immunoglobulin
10090.ENSMUSP00000027675,immunoglobulin,protein_to_pathway,name_rules,gene PIGR,medium,Name-rule prior from gene symbols and metabolite names only,immunoglobulin
10090.ENSMUSP00000034588,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOA1,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000133302,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOE,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000106953,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOA2,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000104091,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOC1,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000115173,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOC2,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000113126,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOC3,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000133117,coagulation,protein_to_pathway,name_rules,gene FGA,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000039472,coagulation,protein_to_pathway,name_rules,gene FGB,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000141648,coagulation,protein_to_pathway,name_rules,gene FGG,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000048836,complement,protein_to_pathway,name_rules,gene C1QA,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000040246,complement,protein_to_pathway,name_rules,gene C1QB,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000036747,complement,protein_to_pathway,name_rules,gene C1QC,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000022749,complement,protein_to_pathway,name_rules,gene C9,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000000049,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOH,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000038048,acute_phase,protein_to_pathway,name_rules,gene LRG1,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000025951,carrier,protein_to_pathway,name_rules,gene RBP4,medium,Name-rule prior from gene symbols and metabolite names only,carrier
10090.ENSMUSP00000030041,carrier,protein_to_pathway,name_rules,gene AMBP,medium,Name-rule prior from gene symbols and metabolite names only,carrier
10090.ENSMUSP00000030044,acute_phase,protein_to_pathway,name_rules,gene ORM1,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000023583,acute_phase,protein_to_pathway,name_rules,gene AHSG,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000074783,carrier,protein_to_pathway,name_rules,gene TTR,medium,Name-rule prior from gene symbols and metabolite names only,carrier
10090.ENSMUSP00000031314,carrier,protein_to_pathway,name_rules,gene ALB,medium,Name-rule prior from gene symbols and metabolite names only,carrier
10090.ENSMUSP00000046636,carrier,protein_to_pathway,name_rules,gene GC,medium,Name-rule prior from gene symbols and metabolite names only,carrier
10090.ENSMUSP00000023486,carrier,protein_to_pathway,name_rules,gene TFRC,medium,Name-rule prior from gene symbols and metabolite names only,carrier
10090.ENSMUSP00000033185,carrier,protein_to_pathway,name_rules,gene HPX,medium,Name-rule prior from gene symbols and metabolite names only,carrier
10090.ENSMUSP00000034064,coagulation,protein_to_pathway,name_rules,gene F11,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000026907,coagulation,protein_to_pathway,name_rules,gene KLKB1,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000157269,coagulation,protein_to_pathway,name_rules,gene PROC,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000036044,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOB,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000038232,lipid_lipoprotein,protein_to_pathway,name_rules,gene LCAT,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000119827,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOD,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000077074,complement,protein_to_pathway,name_rules,gene CFI,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000027615,coagulation,protein_to_pathway,name_rules,gene F13B,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000023450,coagulation,protein_to_pathway,name_rules,gene SERPIND1,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000029367,redox_detox,protein_to_pathway,name_rules,gene BCHE,medium,Name-rule prior from gene symbols and metabolite names only,redox_detox
10090.ENSMUSP00000025230,complement,protein_to_pathway,name_rules,gene C2,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000034585,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOA4,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000023629,coagulation,protein_to_pathway,name_rules,gene PROS1,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000067541,complement,protein_to_pathway,name_rules,gene C8A,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000031663,complement,protein_to_pathway,name_rules,gene C8B,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000057563,coagulation,protein_to_pathway,name_rules,gene GP1BA,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000041855,complement,protein_to_pathway,name_rules,gene C8G,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000044903,coagulation,protein_to_pathway,name_rules,gene THBS1,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000056669,acute_phase,protein_to_pathway,name_rules,gene CD14,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000107607,complement,protein_to_pathway,name_rules,gene CFH,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000048704,coagulation,protein_to_pathway,name_rules,gene SERPINF2,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000033820,coagulation,protein_to_pathway,name_rules,gene F7,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000069418,complement,protein_to_pathway,name_rules,gene C4B,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000119150,acute_phase,protein_to_pathway,name_rules,gene SAA1,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000147751,acute_phase,protein_to_pathway,name_rules,gene SAA2,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000106317,complement,protein_to_pathway,name_rules,gene C7,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000025797,complement,protein_to_pathway,name_rules,gene MBL2,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000083204,coagulation,protein_to_pathway,name_rules,gene F5,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000124417,complement,protein_to_pathway,name_rules,gene C6,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000020702,igf_growth,protein_to_pathway,name_rules,gene IGFBP3,medium,Name-rule prior from gene symbols and metabolite names only,igf_growth
10090.ENSMUSP00000016168,acute_phase,protein_to_pathway,name_rules,gene LBP,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000074810,acute_phase,protein_to_pathway,name_rules,gene ORM2,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000046530,acute_phase,protein_to_pathway,name_rules,gene ITIH2,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000006704,acute_phase,protein_to_pathway,name_rules,gene ITIH1,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000107760,igf_growth,protein_to_pathway,name_rules,gene PZP,medium,Name-rule prior from gene symbols and metabolite names only,igf_growth
10090.ENSMUSP00000081011,redox_detox,protein_to_pathway,name_rules,gene GPX3,medium,Name-rule prior from gene symbols and metabolite names only,redox_detox
10090.ENSMUSP00000033822,coagulation,protein_to_pathway,name_rules,gene PROZ,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000038559,carrier,protein_to_pathway,name_rules,gene AZGP1,medium,Name-rule prior from gene symbols and metabolite names only,carrier
10090.ENSMUSP00000002663,lipid_lipoprotein,protein_to_pathway,name_rules,gene PON1,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000002663,redox_detox,protein_to_pathway,name_rules,gene PON1,medium,Name-rule prior from gene symbols and metabolite names only,redox_detox
10090.ENSMUSP00000001156,complement,protein_to_pathway,name_rules,gene CFP,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000105356,redox_detox,protein_to_pathway,name_rules,gene PRDX2,medium,Name-rule prior from gene symbols and metabolite names only,redox_detox
10090.ENSMUSP00000006952,acute_phase,protein_to_pathway,name_rules,gene SAA4,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000060169,igf_growth,protein_to_pathway,name_rules,gene IGFALS,medium,Name-rule prior from gene symbols and metabolite names only,igf_growth
10090.ENSMUSP00000092065,complement,protein_to_pathway,name_rules,gene CFHR2,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000051895,coagulation,protein_to_pathway,name_rules,gene GP5,medium,Name-rule prior from gene symbols and metabolite names only,coagulation
10090.ENSMUSP00000108804,carrier,protein_to_pathway,name_rules,gene AFM,medium,Name-rule prior from gene symbols and metabolite names only,carrier
10090.ENSMUSP00000087327,complement,protein_to_pathway,name_rules,gene MASP1,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000124305,redox_detox,protein_to_pathway,name_rules,gene SELENOP,medium,Name-rule prior from gene symbols and metabolite names only,redox_detox
10090.ENSMUSP00000003071,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOC4,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000104939,lipid_lipoprotein,protein_to_pathway,name_rules,gene PLTP,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000021773,lipid_lipoprotein,protein_to_pathway,name_rules,gene GPLD1,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000023965,complement,protein_to_pathway,name_rules,gene CFHR1,medium,Name-rule prior from gene symbols and metabolite names only,complement
10090.ENSMUSP00000006697,acute_phase,protein_to_pathway,name_rules,gene ITIH3,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000158988,lipid_lipoprotein,protein_to_pathway,name_rules,gene APOF,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000112798,acute_phase,protein_to_pathway,name_rules,gene ITIH4,medium,Name-rule prior from gene symbols and metabolite names only,acute_phase
10090.ENSMUSP00000031773,lipid_lipoprotein,protein_to_pathway,name_rules,gene PON3,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000031773,redox_detox,protein_to_pathway,name_rules,gene PON3,medium,Name-rule prior from gene symbols and metabolite names only,redox_detox
10090.ENSMUSP00000040840,lipid_lipoprotein,protein_to_pathway,name_rules,gene APMAP,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
10090.ENSMUSP00000042883,complement,protein_to_pathway,name_rules,gene C1RL,medium,Name-rule prior from gene symbols and metabolite names only,complement
l-valine,amino_acid,metabolite_to_pathway,name_rules,l-valine    l-valine l-valine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
taurine,amino_acid,metabolite_to_pathway,name_rules,taurine    taurine taurine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
taurine,sulfur_redox,metabolite_to_pathway,name_rules,taurine    taurine taurine plasma,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
l-aspartic acid,amino_acid,metabolite_to_pathway,name_rules,l-aspartic acid    l-aspartic acid l-aspartic acid plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
l-glutamine,amino_acid,metabolite_to_pathway,name_rules,l-glutamine    l-glutamine l-glutamine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
l-glutamic acid,amino_acid,metabolite_to_pathway,name_rules,l-glutamic acid    l-glutamic acid l-glutamic acid plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
n-acetylserine,amino_acid,metabolite_to_pathway,name_rules,n-acetylserine    n-acetylserine n-acetylserine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
s-methylcysteine sulfoxide,amino_acid,metabolite_to_pathway,name_rules,s-methylcysteine sulfoxide    s-methylcysteine sulfoxide s-methylcysteine sulfox,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
s-methylcysteine sulfoxide,sulfur_redox,metabolite_to_pathway,name_rules,s-methylcysteine sulfoxide    s-methylcysteine sulfoxide s-methylcysteine sulfox,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
l-histidine,amino_acid,metabolite_to_pathway,name_rules,l-histidine    l-histidine l-histidine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
3-methylhistidine,amino_acid,metabolite_to_pathway,name_rules,3-methylhistidine    3-methylhistidine 3-methylhistidine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
n-formylmethionine,amino_acid,metabolite_to_pathway,name_rules,n-formylmethionine    n-formylmethionine n-formylmethionine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
cysteinylglycine,amino_acid,metabolite_to_pathway,name_rules,cysteinylglycine    cysteinylglycine cysteinylglycine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
n-acetylglutamine,amino_acid,metabolite_to_pathway,name_rules,n-acetylglutamine    n-acetylglutamine n-acetylglutamine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
dopamine 3-o-sulfate,lipid_lipoprotein,metabolite_to_pathway,name_rules,dopamine 3-o-sulfate    dopamine 3-o-sulfate dopamine 3-o-sulfate plasma,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
l-cystine,sulfur_redox,metabolite_to_pathway,name_rules,l-cystine    l-cystine l-cystine plasma,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
l-cysteinylglycine disulfide,amino_acid,metabolite_to_pathway,name_rules,l-cysteinylglycine disulfide    l-cysteinylglycine disulfide l-cysteinylglycine ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
dityrosine,amino_acid,metabolite_to_pathway,name_rules,dityrosine    dityrosine dityrosine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
cysteineglutathione disulfide,amino_acid,metabolite_to_pathway,name_rules,cysteineglutathione disulfide    cysteineglutathione disulfide cysteineglutathio,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
cysteineglutathione disulfide,sulfur_redox,metabolite_to_pathway,name_rules,cysteineglutathione disulfide    cysteineglutathione disulfide cysteineglutathio,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
glycine,amino_acid,metabolite_to_pathway,name_rules,glycine    glycine glycine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
phenyllactate (pla),energy_tca,metabolite_to_pathway,name_rules,phenyllactate (pla)    phenyllactate (pla) phenyllactate (pla) plasma,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
n-acetyl-l-phenylalanine,amino_acid,metabolite_to_pathway,name_rules,n-acetyl-l-phenylalanine    n-acetyl-l-phenylalanine n-acetyl-l-phenylalanine pl,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
l-proline,amino_acid,metabolite_to_pathway,name_rules,l-proline    l-proline l-proline plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
n-methylproline,amino_acid,metabolite_to_pathway,name_rules,n-methylproline    n-methylproline n-methylproline plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
4-hydroxyproline,amino_acid,metabolite_to_pathway,name_rules,4-hydroxyproline    4-hydroxyproline 4-hydroxyproline plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
ornithine,amino_acid,metabolite_to_pathway,name_rules,ornithine    ornithine ornithine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
imidazolelactic acid,energy_tca,metabolite_to_pathway,name_rules,imidazolelactic acid    imidazolelactic acid imidazolelactic acid plasma,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
methionine sulfoxide,amino_acid,metabolite_to_pathway,name_rules,methionine sulfoxide    methionine sulfoxide methionine sulfoxide plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
l-phenylalanine,amino_acid,metabolite_to_pathway,name_rules,l-phenylalanine    l-phenylalanine l-phenylalanine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
2-oxoarginine,amino_acid,metabolite_to_pathway,name_rules,2-oxoarginine    2-oxoarginine 2-oxoarginine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
l-arginine,amino_acid,metabolite_to_pathway,name_rules,l-arginine    l-arginine l-arginine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
methionine sulfone,amino_acid,metabolite_to_pathway,name_rules,methionine sulfone    methionine sulfone methionine sulfone plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
l-tyrosine,amino_acid,metabolite_to_pathway,name_rules,l-tyrosine    l-tyrosine l-tyrosine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
n6-acetyl-l-lysine,amino_acid,metabolite_to_pathway,name_rules,n6-acetyl-l-lysine    n6-acetyl-l-lysine n6-acetyl-l-lysine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
homoarginine,amino_acid,metabolite_to_pathway,name_rules,homoarginine    homoarginine homoarginine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
n-acetylhistidine,amino_acid,metabolite_to_pathway,name_rules,n-acetylhistidine    n-acetylhistidine n-acetylhistidine plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
symmetric dimethylarginine,amino_acid,metabolite_to_pathway,name_rules,symmetric dimethylarginine    symmetric dimethylarginine symmetric dimethylargin,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
l-tryptophan,amino_acid,metabolite_to_pathway,name_rules,l-tryptophan    l-tryptophan l-tryptophan plasma,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
l-tryptophan,tryptophan,metabolite_to_pathway,name_rules,l-tryptophan    l-tryptophan l-tryptophan plasma,medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
l-kynurenine,tryptophan,metabolite_to_pathway,name_rules,l-kynurenine    l-kynurenine l-kynurenine plasma,medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
galactosylhydroxylysine,amino_acid,metabolite_to_pathway,name_rules,galactosylhydroxylysine    galactosylhydroxylysine galactosylhydroxylysine plasm,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
galactosylhydroxylysine,energy_tca,metabolite_to_pathway,name_rules,galactosylhydroxylysine    galactosylhydroxylysine galactosylhydroxylysine plasm,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
glucosylgalactosyl hydroxylysine,amino_acid,metabolite_to_pathway,name_rules,glucosylgalactosyl hydroxylysine    glucosylgalactosyl hydroxylysine glucosylgal,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
glucosylgalactosyl hydroxylysine,energy_tca,metabolite_to_pathway,name_rules,glucosylgalactosyl hydroxylysine    glucosylgalactosyl hydroxylysine glucosylgal,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
glucose|galactose,energy_tca,metabolite_to_pathway,name_rules,glucose|galactose    glucose|galactose glucose|galactose plasma,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
pyruvic acid,energy_tca,metabolite_to_pathway,name_rules,pyruvic acid    pyruvic acid pyruvic acid plasma,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
l-lactic acid,energy_tca,metabolite_to_pathway,name_rules,l-lactic acid    l-lactic acid l-lactic acid plasma,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
pantothenic acid(2),heme_vitamin,metabolite_to_pathway,name_rules,pantothenic acid(2)    pantothenic acid(2) pantothenic acid(2) plasma,medium,Name-rule prior from gene symbols and metabolite names only,heme_vitamin
bilirubin,heme_vitamin,metabolite_to_pathway,name_rules,bilirubin    bilirubin bilirubin plasma,medium,Name-rule prior from gene symbols and metabolite names only,heme_vitamin
retinol (vitamin a),heme_vitamin,metabolite_to_pathway,name_rules,retinol (vitamin a)    retinol (vitamin a) retinol (vitamin a) plasma,medium,Name-rule prior from gene symbols and metabolite names only,heme_vitamin
alpha-ketoglutaric acid,energy_tca,metabolite_to_pathway,name_rules,alpha-ketoglutaric acid    alpha-ketoglutaric acid alpha-ketoglutaric acid plasm,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
citric acid,energy_tca,metabolite_to_pathway,name_rules,citric acid    citric acid citric acid plasma,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
sulfolithocholylglycine,amino_acid,metabolite_to_pathway,name_rules,sulfolithocholylglycine    sulfolithocholylglycine sulfolithocholylglycine plasm,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
glycochenodeoxycholate-3-sulfate,bile_acid,metabolite_to_pathway,name_rules,glycochenodeoxycholate-3-sulfate    glycochenodeoxycholate-3-sulfate glycochenod,medium,Name-rule prior from gene symbols and metabolite names only,bile_acid
glycochenodeoxycholate-3-sulfate,lipid_lipoprotein,metabolite_to_pathway,name_rules,glycochenodeoxycholate-3-sulfate    glycochenodeoxycholate-3-sulfate glycochenod,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
glycochenodeoxycholic acid 3-glucuronide,bile_acid,metabolite_to_pathway,name_rules,glycochenodeoxycholic acid 3-glucuronide    glycochenodeoxycholic acid 3-glucuro,medium,Name-rule prior from gene symbols and metabolite names only,bile_acid
androsterone sulfate,lipid_lipoprotein,metabolite_to_pathway,name_rules,androsterone sulfate    androsterone sulfate androsterone sulfate plasma,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
androsterone sulfate,steroid,metabolite_to_pathway,name_rules,androsterone sulfate    androsterone sulfate androsterone sulfate plasma,medium,Name-rule prior from gene symbols and metabolite names only,steroid
chenodeoxycholic acid(2),bile_acid,metabolite_to_pathway,name_rules,chenodeoxycholic acid(2)    chenodeoxycholic acid(2) chenodeoxycholic acid(2) pl,medium,Name-rule prior from gene symbols and metabolite names only,bile_acid
pregnenolone sulfate,lipid_lipoprotein,metabolite_to_pathway,name_rules,pregnenolone sulfate    pregnenolone sulfate pregnenolone sulfate plasma,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
pregnenolone sulfate,steroid,metabolite_to_pathway,name_rules,pregnenolone sulfate    pregnenolone sulfate pregnenolone sulfate plasma,medium,Name-rule prior from gene symbols and metabolite names only,steroid
androsterone glucuronide(1),steroid,metabolite_to_pathway,name_rules,androsterone glucuronide(1)    androsterone glucuronide(1) androsterone glucuron,medium,Name-rule prior from gene symbols and metabolite names only,steroid
chenodeoxycholic acid 3-sulfate(2),bile_acid,metabolite_to_pathway,name_rules,chenodeoxycholic acid 3-sulfate(2)    chenodeoxycholic acid 3-sulfate(2) chenode,medium,Name-rule prior from gene symbols and metabolite names only,bile_acid
chenodeoxycholic acid 3-sulfate(2),lipid_lipoprotein,metabolite_to_pathway,name_rules,chenodeoxycholic acid 3-sulfate(2)    chenodeoxycholic acid 3-sulfate(2) chenode,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
11-beta-hydroxyandrosterone-3-glucuronide,steroid,metabolite_to_pathway,name_rules,11-beta-hydroxyandrosterone-3-glucuronide    11-beta-hydroxyandrosterone-3-glucu,medium,Name-rule prior from gene symbols and metabolite names only,steroid
cholesterol glucuronide,lipid_lipoprotein,metabolite_to_pathway,name_rules,cholesterol glucuronide    cholesterol glucuronide cholesterol glucuronide plasm,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
deoxycholic acid 3-glucuronide(3),bile_acid,metabolite_to_pathway,name_rules,deoxycholic acid 3-glucuronide(3)    deoxycholic acid 3-glucuronide(3) deoxychol,medium,Name-rule prior from gene symbols and metabolite names only,bile_acid
l-carnitine,lipid_lipoprotein,metabolite_to_pathway,name_rules,l-carnitine    l-carnitine l-carnitine plasma,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
