source_node,target_node,relationship,database,evidence,confidence,reference,via
10090.ENSMUSP00000022576,10090.ENSMUSP00000023590,protein_protein_interaction,STRING,9606.ENSP00000181383-9606.ENSP00000232003:732,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000022576,10090.ENSMUSP00000049729,protein_protein_interaction,STRING,9606.ENSP00000181383-9606.ENSP00000383690:668,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000022576,10090.ENSMUSP00000069418,protein_protein_interaction,STRING,9606.ENSP00000181383-9606.ENSP00000396688:601,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000048357,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000261994:494,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000133302,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000252486:921,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000030041,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000265132:942,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000029771,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000334145:720,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000036044,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000233242:985,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000147751,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000384906:678,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000119150,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000384906:678,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000021948,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000253496:509,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000141648,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000336829:910,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000113126,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000227667:987,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000026890,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000296130:507,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000023450,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000215727:806,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000083204,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000356771:417,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000115173,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000466775:946,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000033626,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000329374:611,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000054499,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000346839:537,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000093641,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000277903:502,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000074436,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000441828:874,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000039472,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000306099:804,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000025249,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000365081:981,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000074783,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000237014:691,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000068971,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000356671:944,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000066488,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000355627:561,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000048704,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000321853:822,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000031320,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000296029:763,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000133117,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000498441:871,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000077074,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000378131:463,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000027657,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000356037:527,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000158988,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000381250:914,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000023583,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000273784:957,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000006704,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000273283:535,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000033820,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000364731:483,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000112665,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000358045:499,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000034585,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000350425:938,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000106953,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000356969:989,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000046530,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000351190:867,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000025230,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000299367:444,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000119827,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000345179:804,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000022749,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000263408:512,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000034064,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000384957:488,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000038048,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000302621:402,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000025797,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000363079:600,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000023589,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000493985:627,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000099955,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000360997:517,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000104939,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000417138:817,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000033185,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000265983:792,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000038232,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000264005:828,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000028681,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000308541:984,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000044033,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000342850:516,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000030044,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000259396:760,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000006697,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000415769:777,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000124305,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000425915:497,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000032065,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000387654:781,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000032203,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000323929:752,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000022616,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000315130:911,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000033821,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000364709:438,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000057563,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000329380:516,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000014578,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000308938:940,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000024988,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000245907:621,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000094151,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000263100:525,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000022576,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000181383:747,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000112798,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000266041:851,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000104091,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000465356:931,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000000769,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000254722:594,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000069418,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000415941:554,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000031314,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000295897:933,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000002663,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000222381:870,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000067541,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000354458:476,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000023590,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000232003:862,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000049729,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000383690:460,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000025951,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000360522:498,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000034588,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000236850:985,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000108804,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000226355:720,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000103964,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000264613:523,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000003071,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000468236:877,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000074810,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000394936:636,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000038559,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000292401:810,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000021495,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000333203:417,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000046636,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000421725:766,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000006952,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000278222:718,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000017488,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000226218:787,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000033477,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000218099:450,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000157269,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000234071:616,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000035579,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000262776:497,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000000049,10090.ENSMUSP00000027824,protein_protein_interaction,STRING,9606.ENSP00000205948-9606.ENSP00000255040:766,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000022749,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000263408:537,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000034064,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000384957:728,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000051895,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000383931:661,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000046530,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000351190:712,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000005218,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000398632:439,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000124417,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000263413:494,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000023589,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000493985:779,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000077074,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000378131:700,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000027657,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000356037:468,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000048704,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000321853:603,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000031320,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000296029:670,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000133117,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000498441:960,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000066488,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000302620:431,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000023583,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000273784:704,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000006704,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000273283:509,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000033820,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000364731:757,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000034585,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000350425:410,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000106953,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000356969:661,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000000049,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000205948:806,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000033626,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000329374:542,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000054499,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000346839:556,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000083204,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000356771:681,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000023629,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000377783:801,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000115173,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000466775:434,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000048667,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000264870:616,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000023994,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000278407:453,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000074436,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000441828:403,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000039472,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000306099:951,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000025249,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000365081:481,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000074783,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000237014:434,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000027615,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000356382:816,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000068971,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000356671:837,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000041855,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000360697:420,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000031663,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000360281:473,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000093641,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000277903:809,high,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000036044,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000233242:587,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
10090.ENSMUSP00000023450,10090.ENSMUSP00000048357,protein_protein_interaction,STRING,9606.ENSP00000215727-9606.ENSP00000261994:506,medium,Szklarczyk et al. STRING v12; local files under TMO_PRIOR_ROOT/string,9606
