source_node,target_node,relationship,database,evidence,confidence,reference,via
MPOST3.3495M77.0387,amino_acid,metabolite_to_pathway,name_rules,mpost3.3495m77.0387 s-(2-carboxyethyl)-l-cysteine hmdb0246645 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST3.3495M77.0387,sulfur_redox,metabolite_to_pathway,name_rules,mpost3.3495m77.0387 s-(2-carboxyethyl)-l-cysteine hmdb0246645 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST8.0223M532.3743,sulfur_redox,metabolite_to_pathway,name_rules,"mpost8.0223m532.3743 n,n'-bis(gamma-glutamyl)cystine hmdb38458 ",medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST6.9261M291.1936,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mpost6.9261m291.1936 1,3-diethyl-6-hydroxy-2-sulfanylidenepyrimidin-4-one hmdb02",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST0.6176M523.0491,amino_acid,metabolite_to_pathway,name_rules,mpost0.6176m523.0491 acetylcysteine hmdb01890 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST0.6176M523.0491,sulfur_redox,metabolite_to_pathway,name_rules,mpost0.6176m523.0491 acetylcysteine hmdb01890 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST7.8111M369.2384,amino_acid,metabolite_to_pathway,name_rules,mpost7.8111m369.2384 adp-ribosyl-l-arginine hmdb01260 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.1285M478.2630,amino_acid,metabolite_to_pathway,name_rules,mpost6.1285m478.2630 cysteinyl-serine hmdb28784 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST10.4456M774.5997,amino_acid,metabolite_to_pathway,name_rules,mpost10.4456m774.5997 isoleucyl-valine hmdb28920 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST0.7620M427.0955,amino_acid,metabolite_to_pathway,name_rules,mpost0.7620m427.0955 serinyl-hydroxyproline hmdb29040 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST8.0429M635.3883,amino_acid,metabolite_to_pathway,name_rules,mpost8.0429m635.3883 glycyl-glutamine hmdb28839 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST0.6452M270.0648,amino_acid,metabolite_to_pathway,name_rules,mpost0.6452m270.0648 n-alpha-acetyllysine hmdb00446 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST0.7758M428.0371,phospholipid,metabolite_to_pathway,name_rules,mpost0.7758m428.0371 l-lysopine hmdb33675 ,medium,Name-rule prior from gene symbols and metabolite names only,phospholipid
MPOST6.6236M219.1875,amino_acid,metabolite_to_pathway,name_rules,mpost6.6236m219.1875 acetylcysteine hmdb01890 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.6236M219.1875,sulfur_redox,metabolite_to_pathway,name_rules,mpost6.6236m219.1875 acetylcysteine hmdb01890 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST6.5342M299.2009,energy_tca,metabolite_to_pathway,name_rules,mpost6.5342m299.2009 2-hydroxyglutaric acid lactone hmdb59743 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST8.0567M376.3191,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost8.0567m376.3191 l-acetylcarnitine hmdb00201 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST6.5686M353.2472,amino_acid,metabolite_to_pathway,name_rules,mpost6.5686m353.2472 l-aspartic acid hmdb00191 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST5.5186M243.0882,amino_acid,metabolite_to_pathway,name_rules,mpost5.5186m243.0882 n-acetyl-l-aspartic acid hmdb00812 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST11.8393M347.0781,energy_tca,metabolite_to_pathway,name_rules,"mpost11.8393m347.0781 4,6-dideoxy-4-oxo-dtdp-d-glucose hmdb01399 ",medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST10.6175M752.5585,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost10.6175m752.5585 3-dehydroxycarnitine hmdb06831 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST0.6314M147.0766,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost0.6314m147.0766 fapy-adenine hmdb04816 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST7.8730M699.4854,amino_acid,metabolite_to_pathway,name_rules,mpost7.8730m699.4854 vinylacetylglycine hmdb00894 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.6736M417.2393,heme_vitamin,metabolite_to_pathway,name_rules,mpost7.6736m417.2393 niacinamide hmdb01406 ,medium,Name-rule prior from gene symbols and metabolite names only,heme_vitamin
MPOST7.8730M683.5111,amino_acid,metabolite_to_pathway,name_rules,mpost7.8730m683.5111 n-(1-deoxy-1-fructosyl)methionine hmdb37841 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.8730M442.2561,amino_acid,metabolite_to_pathway,name_rules,mpost7.8730m442.2561 histidinyl-isoleucine hmdb28888 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.6254M693.4766,amino_acid,metabolite_to_pathway,name_rules,mpost7.6254m693.4766 vinylacetylglycine hmdb00894 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.6254M481.2276,amino_acid,metabolite_to_pathway,name_rules,mpost7.6254m481.2276 threoninyl-hydroxyproline hmdb29062 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.6460M462.2983,amino_acid,metabolite_to_pathway,name_rules,mpost7.6460m462.2983 n-(1-deoxy-1-fructosyl)valine hmdb37844 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.6391M341.2679,amino_acid,metabolite_to_pathway,name_rules,mpost7.6391m341.2679 serinyl-tyrosine hmdb29051 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.6391M457.7921,amino_acid,metabolite_to_pathway,name_rules,mpost7.6391m457.7921 lysyl-isoleucine hmdb28954 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.8730M315.2095,energy_tca,metabolite_to_pathway,name_rules,mpost7.8730m315.2095 6|a-hydroxy-7|a-(thiomethyl)spirolactone hmdb0246665 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST7.6391M606.3102,amino_acid,metabolite_to_pathway,name_rules,mpost7.6391m606.3102 n6-acetyl-l-lysine hmdb00206 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.6391M449.8007,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost7.6391m449.8007 pgd2-dihydroxypropanylamine lmfa03010191 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST7.8042M339.2899,steroid,metabolite_to_pathway,name_rules,mpost7.8042m339.2899 androsterone hmdb00031 ,medium,Name-rule prior from gene symbols and metabolite names only,steroid
MPOST7.7424M333.1512,energy_tca,metabolite_to_pathway,name_rules,mpost7.7424m333.1512 3-o-sulfogalactosylceramide (d18:1/18:0) hmdb12314 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST7.8042M608.3920,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost7.8042m608.3920 dideoxymycobactin lmfa00000015 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST7.8042M745.5139,purine,metabolite_to_pathway,name_rules,mpost7.8042m745.5139 muricin h hmdb39453 ,medium,Name-rule prior from gene symbols and metabolite names only,purine
MPOST7.8111M433.2117,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost7.8111m433.2117 dideoxymycobactin lmfa00000015 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST6.8848M375.2149,tryptophan,metabolite_to_pathway,name_rules,mpost6.8848m375.2149 5-fluoro-3-[3-[4-(5-methoxypyrimidin-4-yl)piperazin-1-yl]pr,medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
MPOST7.1992M191.1437,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost7.1992m191.1437 3-methoxy-4-hydroxyphenylethyleneglycol sulfate hmdb00559 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST7.1098M163.0391,amino_acid,metabolite_to_pathway,name_rules,mpost7.1098m163.0391 isoleucyl-isoleucine hmdb28910 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.8848M363.1489,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost6.8848m363.1489 dopa sulfate hmdb02028 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST6.8711M331.1891,sulfur_redox,metabolite_to_pathway,name_rules,"mpost6.8711m331.1891 s-(1,2-dicarboxyethyl)glutathione hmdb0257378 ",medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST6.6374M517.2347,amino_acid,metabolite_to_pathway,name_rules,mpost6.6374m517.2347 l-cysteinylglycine disulfide hmdb00709 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.6374M500.2634,amino_acid,metabolite_to_pathway,name_rules,mpost6.6374m500.2634 serinyl-isoleucine hmdb29042 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.6374M315.1115,amino_acid,metabolite_to_pathway,name_rules,mpost6.6374m315.1115 n-(1-deoxy-1-fructosyl)valine hmdb37844 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.6374M255.1471,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost6.6374m255.1471 hydroxybutyrylcarnitine hmdb13127 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST6.6374M199.0282,sulfur_redox,metabolite_to_pathway,name_rules,"mpost6.6374m199.0282 s-(1,2-dicarboxyethyl)glutathione hmdb0257378 ",medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST6.8848M359.2402,amino_acid,metabolite_to_pathway,name_rules,mpost6.8848m359.2402 beta-citryl-l-glutamic acid hmdb13220 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.8023M448.3426,amino_acid,metabolite_to_pathway,name_rules,mpost6.8023m448.3426 l-glutamic acid hmdb00148 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.7955M472.3438,amino_acid,metabolite_to_pathway,name_rules,mpost6.7955m472.3438 glycine-betaxanthin hmdb0304685 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.7886M243.1360,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost6.7886m243.1360 a-methyldopa mono-o-sulfate hmdb60806 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST6.6786M310.2359,amino_acid,metabolite_to_pathway,name_rules,mpost6.6786m310.2359 l-gamma-glutamyl-l-isoleucine hmdb11170 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.7611M442.3538,amino_acid,metabolite_to_pathway,name_rules,mpost6.7611m442.3538 alanyl-cysteine hmdb28684 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.7611M442.3538,sulfur_redox,metabolite_to_pathway,name_rules,mpost6.7611m442.3538 alanyl-cysteine hmdb28684 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST6.7473M386.3273,sulfur_redox,metabolite_to_pathway,name_rules,mpost6.7473m386.3273 l-l-homoglutathione hmdb29395 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST6.7130M313.0970,amino_acid,metabolite_to_pathway,name_rules,mpost6.7130m313.0970 gamma-glutamylcysteinylserine hmdb39733 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.6993M398.3273,amino_acid,metabolite_to_pathway,name_rules,mpost6.6993m398.3273 s-(2-carboxyethyl)-l-cysteine hmdb0246645 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST6.6993M398.3273,sulfur_redox,metabolite_to_pathway,name_rules,mpost6.6993m398.3273 s-(2-carboxyethyl)-l-cysteine hmdb0246645 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST6.7748M197.0853,amino_acid,metabolite_to_pathway,name_rules,mpost6.7748m197.0853 pyroglutamic acid hmdb00267 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.2542M293.2086,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost7.2542m293.2086 indoxyl sulfate hmdb00682 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST7.2542M293.2086,tryptophan,metabolite_to_pathway,name_rules,mpost7.2542m293.2086 indoxyl sulfate hmdb00682 ,medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
MPOST7.5017M295.1946,amino_acid,metabolite_to_pathway,name_rules,mpost7.5017m295.1946 cysteineglutathione disulfide hmdb00656 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.5017M295.1946,sulfur_redox,metabolite_to_pathway,name_rules,mpost7.5017m295.1946 cysteineglutathione disulfide hmdb00656 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST7.4948M240.1001,sulfur_redox,metabolite_to_pathway,name_rules,mpost7.4948m240.1001 oxidized glutathione hmdb03337 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST7.4536M283.6579,energy_tca,metabolite_to_pathway,name_rules,mpost7.4536m283.6579 succinylacetone hmdb00635 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST7.4398M652.2933,energy_tca,metabolite_to_pathway,name_rules,mpost7.4398m652.2933 3-methylbutyrolactone hmdb02167 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST7.5292M399.2517,energy_tca,metabolite_to_pathway,name_rules,mpost7.5292m399.2517 6-succinoaminopurine hmdb13204 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST7.5842M431.1884,amino_acid,metabolite_to_pathway,name_rules,mpost7.5842m431.1884 gamma-glutamyltyrosine hmdb11741 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.5567M568.5682,amino_acid,metabolite_to_pathway,name_rules,mpost7.5567m568.5682 n-(1-deoxy-1-fructosyl)leucine hmdb37840 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.5498M580.3607,amino_acid,metabolite_to_pathway,name_rules,mpost7.5498m580.3607 glycyl-lysine hmdb28846 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.3160M329.1606,amino_acid,metabolite_to_pathway,name_rules,mpost7.3160m329.1606 n-ribosylhistidine hmdb02089 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.3160M241.6071,amino_acid,metabolite_to_pathway,name_rules,mpost7.3160m241.6071 alanyl-isoleucine hmdb28690 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.2885M343.2243,amino_acid,metabolite_to_pathway,name_rules,mpost7.2885m343.2243 s-(2-carboxyethyl)-l-cysteine hmdb0246645 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.2885M343.2243,sulfur_redox,metabolite_to_pathway,name_rules,mpost7.2885m343.2243 s-(2-carboxyethyl)-l-cysteine hmdb0246645 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST7.4055M337.2741,amino_acid,metabolite_to_pathway,name_rules,mpost7.4055m337.2741 phenylalanyl-asparagine hmdb28990 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.3985M184.0736,amino_acid,metabolite_to_pathway,name_rules,mpost7.3985m184.0736 gamma-glutamyltyrosine hmdb11741 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.3710M434.2660,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mpost7.3710m434.2660 1,3-diethyl-6-hydroxy-2-sulfanylidenepyrimidin-4-one hmdb02",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST7.3366M275.6391,amino_acid,metabolite_to_pathway,name_rules,mpost7.3366m275.6391 l-tyrosine hmdb00158 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST7.8936M429.2991,tryptophan,metabolite_to_pathway,name_rules,"mpost7.8936m429.2991 5,6-dihydroxyindole hmdb04058 ",medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
MPOST8.0429M503.3153,amino_acid,metabolite_to_pathway,name_rules,mpost8.0429m503.3153 n6-acetyl-l-lysine hmdb00206 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.7050M748.5282,energy_tca,metabolite_to_pathway,name_rules,mpost9.7050m748.5282 adenylsuccinic acid hmdb00536 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST9.7050M746.5698,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mpost9.7050m746.5698 6-bromo-5e,9z,13z,24z-heptacosatetraenoic acid lmfa01090105",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST9.6363M761.4444,amino_acid,metabolite_to_pathway,name_rules,mpost9.6363m761.4444 glutamyl-cysteine hmdb28816 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.6363M761.4444,sulfur_redox,metabolite_to_pathway,name_rules,mpost9.6363m761.4444 glutamyl-cysteine hmdb28816 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST9.6294M361.1686,amino_acid,metabolite_to_pathway,name_rules,mpost9.6294m361.1686 lysyl-tyrosine hmdb28963 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.7875M838.5712,tryptophan,metabolite_to_pathway,name_rules,"mpost9.7875m838.5712 xi-2,3-dihydro-2-oxo-1h-indole-3-acetic acid hmdb35514 ",medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
MPOST9.8012M543.3880,amino_acid,metabolite_to_pathway,name_rules,mpost9.8012m543.3880 n-salicyloylaspartic acid hmdb39506 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST10.0193M478.3303,amino_acid,metabolite_to_pathway,name_rules,mpost10.0193m478.3303 tyrosyl-threonine hmdb29115 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.9457M771.0527,amino_acid,metabolite_to_pathway,name_rules,mpost9.9457m771.0527 valyl-valine hmdb29140 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.8838M382.7748,amino_acid,metabolite_to_pathway,name_rules,mpost9.8838m382.7748 hydroxyprolyl-hydroxyproline hmdb28864 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.8288M718.5750,energy_tca,metabolite_to_pathway,name_rules,mpost9.8288m718.5750 enterolactone 3''-glucuronide hmdb0240433 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST9.8151M373.7528,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost9.8151m373.7528 bisorganyltrisulfane hmdb0304276 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST9.8081M419.3529,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost9.8081m419.3529 tecarfarin hmdb0258769 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST9.8632M393.2669,amino_acid,metabolite_to_pathway,name_rules,mpost9.8632m393.2669 prolyl-tyrosine hmdb29029 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.3956M383.1683,energy_tca,metabolite_to_pathway,name_rules,mpost9.3956m383.1683 adenylsuccinic acid hmdb00536 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST9.3819M773.5272,sulfur_redox,metabolite_to_pathway,name_rules,mpost9.3819m773.5272 2-(s-glutathionyl)acetyl glutathione hmdb60343 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST9.3750M729.5911,sulfur_redox,metabolite_to_pathway,name_rules,"mpost9.3750m729.5911 n,n'-bis(gamma-glutamyl)cystine hmdb38458 ",medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MPOST9.2993M706.5399,amino_acid,metabolite_to_pathway,name_rules,mpost9.2993m706.5399 l-gamma-glutamyl-l-valine hmdb11172 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.2993M389.7458,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost9.2993m389.7458 3-methylglutarylcarnitine hmdb00552 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST9.2993M372.7475,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost9.2993m372.7475 hydroxyhexanoycarnitine hmdb13131 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST9.5744M406.7503,energy_tca,metabolite_to_pathway,name_rules,mpost9.5744m406.7503 alpha-carboxy-delta-decalactone hmdb30985 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST9.4987M327.2176,energy_tca,metabolite_to_pathway,name_rules,mpost9.4987m327.2176 gamma-butyrolactone hmdb00549 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST9.4918M872.5390,energy_tca,metabolite_to_pathway,name_rules,mpost9.4918m872.5390 alpha-carboxy-delta-decalactone hmdb30985 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST9.4918M418.7489,amino_acid,metabolite_to_pathway,name_rules,mpost9.4918m418.7489 n-nitrosoproline hmdb41946 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.4437M770.5158,energy_tca,metabolite_to_pathway,name_rules,mpost9.4437m770.5158 uric acid lactate hmdb0259719 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MPOST9.4437M770.5158,purine,metabolite_to_pathway,name_rules,mpost9.4437m770.5158 uric acid lactate hmdb0259719 ,medium,Name-rule prior from gene symbols and metabolite names only,purine
MPOST9.4300M759.4290,amino_acid,metabolite_to_pathway,name_rules,mpost9.4300m759.4290 glutaminyl-isoleucine hmdb28800 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.4231M476.3147,amino_acid,metabolite_to_pathway,name_rules,mpost9.4231m476.3147 n-(1-deoxy-1-fructosyl)phenylalanine hmdb37846 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.4025M387.1658,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mpost9.4025m387.1658 dodeca-6,8,10-trienedioylcarnitine hmdb0241280 ",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST10.0193M851.5588,amino_acid,metabolite_to_pathway,name_rules,mpost10.0193m851.5588 alanyl-isoleucine hmdb28690 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST10.0262M337.1829,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost10.0262m337.1829 suberoyl-l-carnitine hmdb0240724 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST11.3718M691.5291,amino_acid,metabolite_to_pathway,name_rules,mpost11.3718m691.5291 l-leucyl-l-proline hmdb11175 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST11.0761M814.6327,amino_acid,metabolite_to_pathway,name_rules,mpost11.0761m814.6327 n6-acetyl-l-lysine hmdb00206 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST11.0143M556.2781,amino_acid,metabolite_to_pathway,name_rules,mpost11.0143m556.2781 phenylalanyl-alanine hmdb28988 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST11.6125M161.0150,amino_acid,metabolite_to_pathway,name_rules,mpost11.6125m161.0150 phenylalanyl-glycine hmdb28995 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST10.9200M435.2907,amino_acid,metabolite_to_pathway,name_rules,mpost10.9200m435.2907 threoninyl-leucine hmdb29065 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST10.7413M419.7869,amino_acid,metabolite_to_pathway,name_rules,mpost10.7413m419.7869 glutaminyl-lysine hmdb28802 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST10.6588M437.7520,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost10.6588m437.7520 5a-dihydrotestosterone sulfate hmdb06278 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST10.6588M437.7520,steroid,metabolite_to_pathway,name_rules,mpost10.6588m437.7520 5a-dihydrotestosterone sulfate hmdb06278 ,medium,Name-rule prior from gene symbols and metabolite names only,steroid
MPOST10.6450M820.6226,amino_acid,metabolite_to_pathway,name_rules,mpost10.6450m820.6226 l-gamma-glutamyl-l-isoleucine hmdb11170 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST10.6106M563.4654,amino_acid,metabolite_to_pathway,name_rules,mpost10.6106m563.4654 tyrosyl-isoleucine hmdb29108 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST11.8393M273.0047,heme_vitamin,metabolite_to_pathway,name_rules,mpost11.8393m273.0047 pantothenic acid hmdb00210 ,medium,Name-rule prior from gene symbols and metabolite names only,heme_vitamin
MPOST11.8324M319.0473,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost11.8324m319.0473 4-methylumbelliferone sulfate hmdb0240465 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST11.8324M213.0370,amino_acid,metabolite_to_pathway,name_rules,mpost11.8324m213.0370 beta-alanine hmdb00056 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST11.8324M208.0222,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost11.8324m208.0222 hydroxyhexanoycarnitine hmdb13131 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST11.8118M322.9200,amino_acid,metabolite_to_pathway,name_rules,mpost11.8118m322.9200 l-isoleucyl-l-proline hmdb11174 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST11.8049M548.5040,amino_acid,metabolite_to_pathway,name_rules,mpost11.8049m548.5040 isoleucyl-valine hmdb28920 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST9.2512M703.5749,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost9.2512m703.5749 pimelylcarnitine hmdb13328 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST10.5557M796.6180,amino_acid,metabolite_to_pathway,name_rules,mpost10.5557m796.6180 glutamylleucylarginine hmdb0252758 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST10.4800M613.4820,lipid_lipoprotein,metabolite_to_pathway,name_rules,mpost10.4800m613.4820 nefazodone hmdb15280 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MPOST10.1912M619.2946,amino_acid,metabolite_to_pathway,name_rules,mpost10.1912m619.2946 cysteinyl-proline hmdb28783 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MPOST10.1843M912.5277,amino_acid,metabolite_to_pathway,name_rules,mpost10.1843m912.5277 l-phenylalanine hmdb00159 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
