source_node,target_node,relationship,database,evidence,confidence,reference,via
MNEGT2.2771M281.1137,amino_acid,metabolite_to_pathway,name_rules,mnegt2.2771m281.1137 phenylalanyl-alanine hmdb28988 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.2977M308.1247,amino_acid,metabolite_to_pathway,name_rules,mnegt2.2977m308.1247 glutaminyl-tyrosine hmdb28809 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.3115M249.0544,amino_acid,metabolite_to_pathway,name_rules,mnegt2.3115m249.0544 gamma-glutamylcysteine hmdb01049 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.3115M249.0544,sulfur_redox,metabolite_to_pathway,name_rules,mnegt2.3115m249.0544 gamma-glutamylcysteine hmdb01049 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.3252M326.0189,amino_acid,metabolite_to_pathway,name_rules,mnegt2.3252m326.0189 ajocysteine hmdb41052 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.3252M326.0189,sulfur_redox,metabolite_to_pathway,name_rules,mnegt2.3252m326.0189 ajocysteine hmdb41052 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.3252M343.1692,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mnegt2.3252m343.1692 6,9,12,15,18,21-tetracosahexaynoic acid lmfa01030746 ",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.3252M428.0761,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt2.3252m428.0761 sulfamethoxazole n1-glucuronide hmdb13855 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.3390M490.2263,amino_acid,metabolite_to_pathway,name_rules,mnegt2.3390m490.2263 arginyl-glycyl-aspartyl-valine hmdb0248574 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.3527M258.1452,amino_acid,metabolite_to_pathway,name_rules,mnegt2.3527m258.1452 lysyl-hydroxyproline hmdb28952 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.3872M302.1353,amino_acid,metabolite_to_pathway,name_rules,mnegt2.3872m302.1353 n5-acetyl-n2-gamma-l-glutamyl-l-ornithine hmdb39423 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.4009M252.0870,amino_acid,metabolite_to_pathway,name_rules,mnegt2.4009m252.0870 n-acetylvanilalanine hmdb11716 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.4009M260.0227,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt2.4009m260.0227 2-methoxyacetaminophen sulfate hmdb0062550 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.4009M376.0813,energy_tca,metabolite_to_pathway,name_rules,mnegt2.4009m376.0813 s-pyruvylglutathione hmdb0257426 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT2.4009M376.0813,sulfur_redox,metabolite_to_pathway,name_rules,mnegt2.4009m376.0813 s-pyruvylglutathione hmdb0257426 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.4284M276.1016,amino_acid,metabolite_to_pathway,name_rules,mnegt2.4284m276.1016 glutaminyl-methionine hmdb28803 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.4559M258.1452,amino_acid,metabolite_to_pathway,name_rules,mnegt2.4559m258.1452 hydroxyprolyl-lysine hmdb28868 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.4834M338.0487,sulfur_redox,metabolite_to_pathway,name_rules,mnegt2.4834m338.0487 glutathione thiol hmdb0252822 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.4972M597.5458,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt2.4972m597.5458 hydroxyphthioceranic acid (c36) lmfa01020323 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.5384M543.1072,sulfur_redox,metabolite_to_pathway,name_rules,"mnegt2.5384m543.1072 n,n'-bis(gamma-glutamyl)cystine hmdb38458 ",medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.5522M192.0517,amino_acid,metabolite_to_pathway,name_rules,mnegt2.5522m192.0517 l-glutamic acid hmdb00148 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.5522M228.0506,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mnegt2.5522m228.0506 5-(l-alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.5453M357.1885,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mnegt2.5453m357.1885 2-(3,7,11-trimethyldodeca-2,6,10-trienylsulfanyl)benzoic ac",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.5659M415.2309,amino_acid,metabolite_to_pathway,name_rules,mnegt2.5659m415.2309 glutamylleucylarginine hmdb0252758 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.5934M383.1138,amino_acid,metabolite_to_pathway,name_rules,mnegt2.5934m383.1138 s-adenosylhomocysteine hmdb00939 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.5934M383.1138,sulfur_redox,metabolite_to_pathway,name_rules,mnegt2.5934m383.1138 s-adenosylhomocysteine hmdb00939 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.6140M258.1452,amino_acid,metabolite_to_pathway,name_rules,mnegt2.6140m258.1452 glutaminyl-isoleucine hmdb28800 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.6210M320.1724,amino_acid,metabolite_to_pathway,name_rules,mnegt2.6210m320.1724 phenylalanyl-arginine hmdb28989 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.6347M265.1187,amino_acid,metabolite_to_pathway,name_rules,mnegt2.6347m265.1187 threoninyl-phenylalanine hmdb29068 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.6279M277.0859,amino_acid,metabolite_to_pathway,name_rules,mnegt2.6279m277.0859 n-gamma-l-glutamyl-l-methionine hmdb34367 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.6485M348.1230,sulfur_redox,metabolite_to_pathway,name_rules,mnegt2.6485m348.1230 glutathione monoisopropyl ester hmdb0252818 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.6485M501.2502,energy_tca,metabolite_to_pathway,name_rules,mnegt2.6485m501.2502 lucidenolactone hmdb30897 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT2.6554M727.1196,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mnegt2.6554m727.1196 (2,6-dihydroxy-4-{7-methyl-11-oxo-4-[(3,4,5-trihydroxy-6-{[",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.6966M175.0604,energy_tca,metabolite_to_pathway,name_rules,mnegt2.6966m175.0604 3-propylmalic acid lmfa01170064 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT2.6966M175.0604,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt2.6966m175.0604 3-propylmalic acid lmfa01170064 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.7035M276.1093,amino_acid,metabolite_to_pathway,name_rules,mnegt2.7035m276.1093 isovalerylglutamic acid hmdb00726 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.7035M338.1356,amino_acid,metabolite_to_pathway,name_rules,mnegt2.7035m338.1356 glutaminyl-phenylalanine hmdb28804 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.7310M292.1395,amino_acid,metabolite_to_pathway,name_rules,mnegt2.7310m292.1395 n-(1-deoxy-1-fructosyl)leucine hmdb37840 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.7378M259.1292,amino_acid,metabolite_to_pathway,name_rules,mnegt2.7378m259.1292 l-gamma-glutamyl-l-isoleucine hmdb11170 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.7447M306.0759,sulfur_redox,metabolite_to_pathway,name_rules,mnegt2.7447m306.0759 glutathione hmdb00125 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.7447M533.0999,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt2.7447m533.0999 rocepafant hmdb0257286 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.7654M288.0653,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mnegt2.7654m288.0653 4-amino-1-[(2r,5r)-5-(hydroxymethyl)-4-sulfanyloxolan-2-yl]",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.7722M378.0972,energy_tca,metabolite_to_pathway,name_rules,mnegt2.7722m378.0972 s-lactoylglutathione hmdb01066 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT2.7722M378.0972,sulfur_redox,metabolite_to_pathway,name_rules,mnegt2.7722m378.0972 s-lactoylglutathione hmdb01066 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.7791M267.0473,sulfur_redox,metabolite_to_pathway,name_rules,mnegt2.7791m267.0473 dl-homocystine hmdb00575 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.7791M294.0378,heme_vitamin,metabolite_to_pathway,name_rules,mnegt2.7791m294.0378 pyridoxine 5'-phosphate hmdb01319 ,medium,Name-rule prior from gene symbols and metabolite names only,heme_vitamin
MNEGT2.7791M359.0258,energy_tca,metabolite_to_pathway,name_rules,mnegt2.7791m359.0258 pyruvate carbon hmdb0257009 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT2.7860M689.1057,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt2.7860m689.1057 kaempferol 3-(6''-sulfatogetiobioside) lmpk12111835 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.7997M389.1088,energy_tca,metabolite_to_pathway,name_rules,"mnegt2.7997m389.1088 2,3,4,5,6-penta-o-acetyl-d-glucose hmdb34223 ",medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT2.8409M245.0959,amino_acid,metabolite_to_pathway,name_rules,mnegt2.8409m245.0959 methionyl-proline hmdb28981 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.8547M259.1293,amino_acid,metabolite_to_pathway,name_rules,mnegt2.8547m259.1293 l-gamma-glutamyl-l-isoleucine hmdb11170 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.8478M428.1421,energy_tca,metabolite_to_pathway,name_rules,mnegt2.8478m428.1421 n-acetyllactosamine hmdb01542 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT2.8685M260.1040,amino_acid,metabolite_to_pathway,name_rules,mnegt2.8685m260.1040 glycyl-tryptophan hmdb28852 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.8685M260.1040,tryptophan,metabolite_to_pathway,name_rules,mnegt2.8685m260.1040 glycyl-tryptophan hmdb28852 ,medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
MNEGT2.8685M278.1141,amino_acid,metabolite_to_pathway,name_rules,mnegt2.8685m278.1141 asparaginyl-phenylalanine hmdb28738 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.8685M511.0825,tryptophan,metabolite_to_pathway,name_rules,"mnegt2.8685m511.0825 (4-chlorophenyl) (1r)-6-chloro-1-(4-methoxyphenyl)-1,3,4,9-",medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
MNEGT2.8754M324.0723,tryptophan,metabolite_to_pathway,name_rules,mnegt2.8754m324.0723 dihyroxy-1h-indole glucuronide i hmdb59997 ,medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
MNEGT2.8892M628.1533,amino_acid,metabolite_to_pathway,name_rules,"mnegt2.8892m628.1533 (-)-1-[5-chloro-1-(2,4-dimethoxyphenylsulfonyl)-3-(2-methox",medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.8961M295.0964,amino_acid,metabolite_to_pathway,name_rules,mnegt2.8961m295.0964 methionyl-threonine hmdb28983 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.9098M267.0727,purine,metabolite_to_pathway,name_rules,mnegt2.9098m267.0727 inosine hmdb00195 ,medium,Name-rule prior from gene symbols and metabolite names only,purine
MNEGT2.9304M150.0412,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt2.9304m150.0412 (s)-2-amino-4-methylsulfanyl-butane-1-thiol hmdb0249989 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.9510M294.1090,amino_acid,metabolite_to_pathway,name_rules,mnegt2.9510m294.1090 asparaginyl-tyrosine hmdb28743 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.9510M302.1354,amino_acid,metabolite_to_pathway,name_rules,mnegt2.9510m302.1354 n5-acetyl-n2-gamma-l-glutamyl-l-ornithine hmdb39423 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT2.9648M237.0885,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt2.9648m237.0885 falimint hmdb40988 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT2.9579M378.0969,energy_tca,metabolite_to_pathway,name_rules,mnegt2.9579m378.0969 s-lactoylglutathione hmdb01066 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT2.9579M378.0969,sulfur_redox,metabolite_to_pathway,name_rules,mnegt2.9579m378.0969 s-lactoylglutathione hmdb01066 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT2.9716M251.1030,amino_acid,metabolite_to_pathway,name_rules,mnegt2.9716m251.1030 alanyl-tyrosine hmdb28699 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.0246M378.0973,energy_tca,metabolite_to_pathway,name_rules,mnegt3.0246m378.0973 s-lactoylglutathione hmdb01066 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT3.0246M378.0973,sulfur_redox,metabolite_to_pathway,name_rules,mnegt3.0246m378.0973 s-lactoylglutathione hmdb01066 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT3.0452M308.1245,amino_acid,metabolite_to_pathway,name_rules,mnegt3.0452m308.1245 glutaminyl-tyrosine hmdb28809 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.0521M497.1026,sulfur_redox,metabolite_to_pathway,name_rules,"mnegt3.0521m497.1026 n,n'-bis(gamma-glutamyl)cystine hmdb38458 ",medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT3.0590M150.0411,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt3.0590m150.0411 2-amino-3-hydroxypropanoic acid lmfa01100045 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.0590M279.0614,energy_tca,metabolite_to_pathway,name_rules,mnegt3.0590m279.0614 n-(gamma-maleimidobutyryloxy)succinimide hmdb0252896 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT3.0659M288.0656,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mnegt3.0659m288.0656 4-amino-1-[(2r,5r)-5-(hydroxymethyl)-4-sulfanyloxolan-2-yl]",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.0728M300.1196,amino_acid,metabolite_to_pathway,name_rules,mnegt3.0728m300.1196 glycyl-prolyl-glutamic acid hmdb0252832 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.0659M320.1725,amino_acid,metabolite_to_pathway,name_rules,mnegt3.0659m320.1725 arginyl-phenylalanine hmdb28716 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.0659M348.0870,sulfur_redox,metabolite_to_pathway,name_rules,mnegt3.0659m348.0870 s-(formylmethyl)glutathione hmdb60507 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT3.0797M251.0779,purine,metabolite_to_pathway,name_rules,mnegt3.0797m251.0779 deoxyinosine hmdb00071 ,medium,Name-rule prior from gene symbols and metabolite names only,purine
MNEGT3.1003M359.1247,amino_acid,metabolite_to_pathway,name_rules,mnegt3.1003m359.1247 dityrosine hmdb06045 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.1209M325.1071,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mnegt3.1209m325.1071 6-hydroxy-7e,9e-octadecadiene-11,13,15,17-tetraynoic acid l",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.1553M291.0984,amino_acid,metabolite_to_pathway,name_rules,mnegt3.1553m291.0984 n-acetyltryptophan hmdb13713 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.1553M291.0984,tryptophan,metabolite_to_pathway,name_rules,mnegt3.1553m291.0984 n-acetyltryptophan hmdb13713 ,medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
MNEGT3.1553M309.1095,amino_acid,metabolite_to_pathway,name_rules,mnegt3.1553m309.1095 gamma-glutamyltyrosine hmdb11741 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.1828M378.0974,energy_tca,metabolite_to_pathway,name_rules,mnegt3.1828m378.0974 s-lactoylglutathione hmdb01066 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT3.1828M378.0974,sulfur_redox,metabolite_to_pathway,name_rules,mnegt3.1828m378.0974 s-lactoylglutathione hmdb01066 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT3.1897M643.1169,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt3.1897m643.1169 bisorganyltrisulfane hmdb0304276 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.2034M265.1188,amino_acid,metabolite_to_pathway,name_rules,mnegt3.2034m265.1188 n5-(4-methoxybenzyl)glutamine hmdb33598 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.2034M278.0333,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt3.2034m278.0333 dopamine 4-sulfate hmdb04148 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.2172M353.1464,amino_acid,metabolite_to_pathway,name_rules,mnegt3.2172m353.1464 pyroglutamyl-glutamyl-proline amide hmdb0247524 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.2240M653.1554,sulfur_redox,metabolite_to_pathway,name_rules,mnegt3.2240m653.1554 2-(s-glutathionyl)acetyl glutathione hmdb60343 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT3.2309M274.0019,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt3.2309m274.0019 3-hydroxyhippuric acid sulfate hmdb0304909 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.2309M274.0019,purine,metabolite_to_pathway,name_rules,mnegt3.2309m274.0019 3-hydroxyhippuric acid sulfate hmdb0304909 ,medium,Name-rule prior from gene symbols and metabolite names only,purine
MNEGT3.2309M382.1002,energy_tca,metabolite_to_pathway,name_rules,mnegt3.2309m382.1002 succinyladenosine hmdb00912 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT3.2309M484.0489,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt3.2309m484.0489 n-desmethyl-o-o-sulfate rosiglitazone hmdb60837 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.2515M277.0856,amino_acid,metabolite_to_pathway,name_rules,mnegt3.2515m277.0856 n-gamma-l-glutamyl-l-methionine hmdb34367 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.2515M497.1016,sulfur_redox,metabolite_to_pathway,name_rules,"mnegt3.2515m497.1016 n,n'-bis(gamma-glutamyl)cystine hmdb38458 ",medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT3.2790M395.1571,energy_tca,metabolite_to_pathway,name_rules,mnegt3.2790m395.1571 1-(3-methylbutanoyl)-6-apiosylglucose hmdb39953 ,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT3.2928M302.1355,amino_acid,metabolite_to_pathway,name_rules,mnegt3.2928m302.1355 n5-acetyl-n2-gamma-l-glutamyl-l-ornithine hmdb39423 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.2859M376.1183,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt3.2859m376.1183 (2s)-2-(butanoylamino)-5-[[(1r)-2-(carboxymethylamino)-2-ox,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.3272M327.0847,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt3.3272m327.0847 6-{3-[(pyridin-2-yl)disulfanyl]propanamido}hexanoic acid hm,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.3479M289.1036,amino_acid,metabolite_to_pathway,name_rules,mnegt3.3479m289.1036 hydroxyprolyl-hydroxyproline hmdb28864 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.3548M294.0293,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt3.3548m294.0293 norepinephrine sulfate hmdb02062 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.3479M330.1303,amino_acid,metabolite_to_pathway,name_rules,mnegt3.3479m330.1303 glycylprolylhydroxyproline hmdb02171 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.3685M265.0822,amino_acid,metabolite_to_pathway,name_rules,mnegt3.3685m265.0822 n-(4-aminobenzoyl)-l-glutamic acid hmdb0255007 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.4235M317.1257,amino_acid,metabolite_to_pathway,name_rules,mnegt3.4235m317.1257 asparaginyl-tryptophan hmdb28742 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.4235M317.1257,tryptophan,metabolite_to_pathway,name_rules,mnegt3.4235m317.1257 asparaginyl-tryptophan hmdb28742 ,medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
MNEGT3.4303M332.1290,amino_acid,metabolite_to_pathway,name_rules,mnegt3.4303m332.1290 n-acetyl-dl-phenylalanine beta-naphthyl ester hmdb0245596 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.4441M247.1112,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mnegt3.4441m247.1112 11-chloro-8e,10e-undecadien-1-ol lmfa05000143 ",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.4441M288.1560,amino_acid,metabolite_to_pathway,name_rules,mnegt3.4441m288.1560 lysyl-proline hmdb28959 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.4510M278.1141,amino_acid,metabolite_to_pathway,name_rules,mnegt3.4510m278.1141 phenylalanyl-asparagine hmdb28990 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.4510M299.0628,purine,metabolite_to_pathway,name_rules,mnegt3.4510m299.0628 beta-d-3-ribofuranosyluric acid hmdb29920 ,medium,Name-rule prior from gene symbols and metabolite names only,purine
MNEGT3.4647M307.0422,amino_acid,metabolite_to_pathway,name_rules,mnegt3.4647m307.0422 n-acetyl-s-(n-allylthiocarbamoyl)-l-cysteine hmdb60011 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.4647M307.0422,sulfur_redox,metabolite_to_pathway,name_rules,mnegt3.4647m307.0422 n-acetyl-s-(n-allylthiocarbamoyl)-l-cysteine hmdb60011 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT3.4647M394.1249,amino_acid,metabolite_to_pathway,name_rules,mnegt3.4647m394.1249 tryptophan glutamate hmdb0259308 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.4647M394.1249,tryptophan,metabolite_to_pathway,name_rules,mnegt3.4647m394.1249 tryptophan glutamate hmdb0259308 ,medium,Name-rule prior from gene symbols and metabolite names only,tryptophan
MNEGT3.4716M422.1239,sulfur_redox,metabolite_to_pathway,name_rules,mnegt3.4716m422.1239 s-(2-hydroxy-3-buten-1-yl)glutathione hmdb0244552 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT3.4785M404.1917,lipid_lipoprotein,metabolite_to_pathway,name_rules,mnegt3.4785m404.1917 5-hydroxydec-6-enedioylcarnitine hmdb0241087 ,medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
MNEGT3.5197M293.1139,amino_acid,metabolite_to_pathway,name_rules,mnegt3.5197m293.1139 tyrosyl-hydroxyproline hmdb29106 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.5335M326.1249,amino_acid,metabolite_to_pathway,name_rules,mnegt3.5335m326.1249 n-(1-deoxy-1-fructosyl)phenylalanine hmdb37846 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.5747M279.1344,amino_acid,metabolite_to_pathway,name_rules,mnegt3.5747m279.1344 valyl-tyrosine hmdb29139 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.5747M392.1132,amino_acid,metabolite_to_pathway,name_rules,mnegt3.5747m392.1132 (gamma-glutamyl-gamma-glutamyl)-s-methylcysteine hmdb39424 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.5747M392.1132,sulfur_redox,metabolite_to_pathway,name_rules,mnegt3.5747m392.1132 (gamma-glutamyl-gamma-glutamyl)-s-methylcysteine hmdb39424 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT3.5816M299.0628,purine,metabolite_to_pathway,name_rules,mnegt3.5816m299.0628 beta-d-3-ribofuranosyluric acid hmdb29920 ,medium,Name-rule prior from gene symbols and metabolite names only,purine
MNEGT3.5816M382.0558,sulfur_redox,metabolite_to_pathway,name_rules,mnegt3.5816m382.0558 glutathione peroxide hmdb0252820 ,medium,Name-rule prior from gene symbols and metabolite names only,sulfur_redox
MNEGT3.5884M288.1561,amino_acid,metabolite_to_pathway,name_rules,mnegt3.5884m288.1561 lysyl-proline hmdb28959 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.6435M309.1089,amino_acid,metabolite_to_pathway,name_rules,mnegt3.6435m309.1089 alpha-n-phenylacetyl-l-glutamine hmdb06344 ,medium,Name-rule prior from gene symbols and metabolite names only,amino_acid
MNEGT3.6366M658.1168,energy_tca,metabolite_to_pathway,name_rules,mnegt3.6366m658.1168 delphinidin 3-o-(2''-o-galloyl-6''-o-acetyl-beta-galactopyr,medium,Name-rule prior from gene symbols and metabolite names only,energy_tca
MNEGT3.6779M247.1113,lipid_lipoprotein,metabolite_to_pathway,name_rules,"mnegt3.6779m247.1113 11-chloro-8e,10e-undecadien-1-ol lmfa05000143 ",medium,Name-rule prior from gene symbols and metabolite names only,lipid_lipoprotein
